,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk,age_binned,tenure_binned,salary_binned,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,Previous Country,PrevCountryLat,PrevCountryLon,Previous Region,Previous Functional Area_new,Previous Job Level_new,Previous Career Path_new,Previous Performance Rating_new,Previous Country_new
187,12538,20,Yes,High,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Temporary,Yes,3,Service,5 - Senior Expert / Senior Manager,Functional,0 - No performance Measurement,Americas,Mexico,19.432601000000002,-99.133342,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
188,10842,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Temporary,No,3,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
189,10865,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Temporary,No,3,Sales,3 - Senior,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,External Hire,External Hire,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
190,10873,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,30000,Full-Time,Temporary,No,3,Support,4 - Expert / Manager,Functional,2 - Partially Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,External Hire,External Hire,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
191,10923,20,No,Low,Low,No,Male,Generation Y,Non-Managerial,Non-Minority,5,30000,Full-Time,Temporary,No,3,Support,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1021,29144,18,Yes,Unallocated,Unallocated,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,0,Sales,4 - Expert / Manager,Project / Management,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,Yes,2 - Constant,Cross-Functional Move,Same Level,Yes,1,1,2,Service,4 - Expert / Manager,Functional,3 - Meets Expectations,Germany,51.083420000000004,10.423447,EMEA,4,3,1,2,17
1022,17693,20,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,55,Marketing,2 - Specialist,Functional,0 - No performance Measurement,EMEA,UK,54.702355000000004,-3.276575,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,1,1,2,Marketing,2 - Specialist,Functional,3 - Meets Expectations,UK,54.702355000000004,-3.276575,EMEA,1,1,1,2,53
1023,18104,21,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,55,Service,4 - Expert / Manager,Project / Management,3 - Meets Expectations,EMEA,Russia,64.686314,97.745306,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,3,2,Service,4 - Expert / Manager,Functional,3 - Meets Expectations,Russia,64.686314,97.745306,EMEA,4,3,1,2,39
1024,18106,21,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,55,R&D,3 - Senior,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,3,2,R&D,3 - Senior,Functional,3 - Meets Expectations,India,22.351115,78.667743,APJ,2,2,1,2,20
1025,18103,21,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,55,Sales,5 - Senior Expert / Senior Manager,Project / Management,5 - Consistently Exceeds Expectations,EMEA,Finland,63.246778000000006,25.920916000000002,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,2,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,Finland,63.246778000000006,25.920916000000002,EMEA,3,4,2,3,14
1026,18548,21,Yes,Low,Low,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,53,Sales,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,2,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,USA,39.78373,-100.445882,Americas,3,3,1,3,54
1027,19573,22,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,52,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Bulgaria,42.607397999999996,25.485661999999998,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,3,2,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Bulgaria,42.607397999999996,25.485661999999998,EMEA,2,3,2,3,5
1028,19568,21,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,40000,Part-Time,Temporary,No,52,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Russia,64.686314,97.745306,No,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,1,1,2,Sales,3 - Senior,Functional,4 - Exceeds Expectations,Russia,64.686314,97.745306,EMEA,3,2,1,3,39
1029,19562,21,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,52,Service,3 - Senior,Functional,4 - Exceeds Expectations,APJ,Japan,36.574844,139.239418,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,2,Service,3 - Senior,Functional,3 - Meets Expectations,Japan,36.574844,139.239418,APJ,4,2,1,2,25
1030,19955,22,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,52,Sales,3 - Senior,Functional,3 - Meets Expectations,EMEA,Spain,40.002803,-4.003104,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,2,Sales,3 - Senior,Functional,3 - Meets Expectations,Spain,40.002803,-4.003104,EMEA,3,2,1,2,47
1031,19958,22,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,2,40000,Full-Time,Temporary,Yes,52,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,APJ,Singapore,1.290475,103.852036,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,2,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,Singapore,1.290475,103.852036,APJ,3,3,1,2,42
1032,21143,22,No,Low,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,39,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,2,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,India,22.351115,78.667743,APJ,2,3,1,3,20
1033,21560,22,Yes,Medium,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,36,Service,5 - Senior Expert / Senior Manager,Project / Management,5 - Consistently Exceeds Expectations,EMEA,Denmark,55.670249,10.333328,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,2,Service,5 - Senior Expert / Senior Manager,Functional,4 - Exceeds Expectations,Denmark,55.670249,10.333328,EMEA,4,4,1,3,12
1034,25474,23,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,36,R&D,3 - Senior,Functional,4 - Exceeds Expectations,APJ,China,35.000074,104.999927,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,2,1,2,R&D,3 - Senior,Functional,4 - Exceeds Expectations,China,35.000074,104.999927,APJ,2,2,1,3,8
1035,25469,23,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,2,40000,Full-Time,Temporary,Yes,36,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,2,1,2,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Israel,30.876027,35.00152,EMEA,2,2,1,3,23
1036,25476,23,Yes,High,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,36,Support,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,Singapore,1.290475,103.852036,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,2,1,2,Support,2 - Specialist,Functional,3 - Meets Expectations,Singapore,1.290475,103.852036,APJ,5,1,1,2,42
1037,22692,23,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,29,R&D,5 - Senior Expert / Senior Manager,Project / Management,5 - Consistently Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,2,1,2,R&D,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,India,22.351115,78.667743,APJ,2,3,2,4,20
1038,22704,23,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,28,Support,3 - Senior,Functional,3 - Meets Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,2,3,2,Support,2 - Specialist,Functional,3 - Meets Expectations,Ireland,52.865196,-7.97946,EMEA,5,1,1,2,22
1039,22847,23,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,26,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,2,3,2,R&D,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,India,22.351115,78.667743,APJ,2,3,1,4,20
1040,26066,24,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,24,Support,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,France,46.603353999999996,1.888334,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,2,1,2,Support,3 - Senior,Functional,4 - Exceeds Expectations,France,46.603353999999996,1.888334,EMEA,5,2,1,3,15
1041,26053,24,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,24,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Switzerland,46.798562,8.231974000000001,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,2,1,2,Service,3 - Senior,Functional,3 - Meets Expectations,Switzerland,46.798562,8.231974000000001,EMEA,4,2,1,2,49
1042,23298,23,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,23,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,2,1,2,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,India,22.351115,78.667743,APJ,2,3,2,3,20
1043,26644,24,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,12,Support,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Italy,42.638426,12.674297,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,2,1,2,Support,2 - Specialist,Functional,3 - Meets Expectations,Italy,42.638426,12.674297,EMEA,5,1,1,2,24
1044,26648,24,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,12,Marketing,3 - Senior,Functional,0 - No performance Measurement,EMEA,Switzerland,46.798562,8.231974000000001,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,2,1,2,Marketing,3 - Senior,Functional,4 - Exceeds Expectations,Switzerland,46.798562,8.231974000000001,EMEA,1,2,1,3,49
1045,26651,24,Yes,Medium,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,12,Marketing,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,France,46.603353999999996,1.888334,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,2,1,2,Marketing,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,France,46.603353999999996,1.888334,EMEA,1,4,2,3,15
1046,16500,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,5,40000,Full-Time,Temporary,Yes,9,Support,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Italy,42.638426,12.674297,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,2,Support,3 - Senior,Functional,4 - Exceeds Expectations,Italy,42.638426,12.674297,EMEA,5,2,1,3,24
1047,10309,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,5,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,China,35.000074,104.999927,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,2,R&D,2 - Specialist,Functional,3 - Meets Expectations,China,35.000074,104.999927,APJ,2,1,1,2,8
1048,12225,20,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,3,Marketing,2 - Specialist,Functional,3 - Meets Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,Yes,1,3,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1049,12229,20,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,3,Sales,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,Yes,1,3,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1050,12253,20,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,3,Sales,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,Yes,1,3,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1051,12262,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,3,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1052,12269,20,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,3,R&D,2 - Specialist,Functional,3 - Meets Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,Yes,1,3,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1053,12279,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,3,Sales,3 - Senior,Functional,3 - Meets Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1054,12294,20,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Temporary,No,3,Marketing,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,3,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1055,12312,20,Yes,High,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,3,Sales,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,External Hire,External Hire,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1056,12325,20,Yes,Medium,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,3,Marketing,4 - Expert / Manager,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1057,12333,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,3,Sales,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1058,12334,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,3,Sales,3 - Senior,Functional,2 - Partially Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1059,12372,20,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,40000,Part-Time,Temporary,No,3,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1060,12396,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,5,40000,Full-Time,Temporary,No,3,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1061,12472,20,Yes,Medium,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,3,Sales,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1062,12484,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,2,40000,Full-Time,Temporary,Yes,3,Sales,3 - Senior,Functional,2 - Partially Meets Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1063,12492,20,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,3,R&D,3 - Senior,Functional,3 - Meets Expectations,Americas,Brazil,-10.333333,-53.2,No,No,0 - Not available,External Hire,External Hire,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1064,12500,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,5,40000,Full-Time,Temporary,Yes,3,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1065,12511,20,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,2,40000,Full-Time,Temporary,Yes,3,Marketing,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1066,10819,20,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,3,R&D,3 - Senior,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1067,10820,20,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,3,Sales,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1068,10851,20,Yes,High,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,Yes,3,Marketing,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
1069,10874,20,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Temporary,No,3,R&D,4 - Expert / Manager,Project / Management,3 - Meets Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,Yes,1,1,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
